filename,split,width,height,aspect_ratio,n_objects,n_fire,n_smoke,brightness,content
0109_jpg.rf.582f9ec6a0d711716279ca5280771334.jpg,train,640,640,1.0,1,1,0,106.39501953125,fire_only
0110_jpg.rf.c055ba6ef3064c2b9b8a3b46c4d95094.jpg,train,640,640,1.0,1,1,0,78.048095703125,fire_only
0110_JPG_jpg.rf.511810f266f15872d86fb1052a77a327.jpg,train,640,640,1.0,1,1,0,108.682373046875,fire_only
0110_JPG_jpg.rf.89265cde6c9a59242224c8d6cebe5c95.jpg,train,640,640,1.0,1,1,0,109.857421875,fire_only
0112_jpg.rf.17cfd541627b5dc42db9530c0ee9436f.jpg,train,640,640,1.0,1,1,0,122.89404296875,fire_only
0113_jpg.rf.aa5b2f334f69733564cd3bc5ea0e8d0d.jpg,train,640,640,1.0,1,1,0,138.337646484375,fire_only
0113_jpg.rf.e9dfa0120cfd4b3242326dc379b27657.jpg,train,640,640,1.0,1,1,0,138.15234375,fire_only
0116_jpg.rf.13b825505e0e73a78e3143a2ea079874.jpg,train,640,640,1.0,1,1,0,72.07958984375,fire_only
0116_JPG_jpg.rf.c7bf53754b1c42e13d3dee2172edfc89.jpg,train,640,640,1.0,1,1,0,101.72119140625,fire_only
0117_jpg.rf.4aba5e874094c66f8de6804b413b39e9.jpg,train,640,640,1.0,1,0,1,54.0205078125,smoke_only
0118_jpg.rf.838b39d08127d8db1c9df9e4c3e6b911.jpg,train,640,640,1.0,1,0,1,99.482177734375,smoke_only
0119_jpg.rf.c9ff935007b5adba3c59e9ae5f3e84bd.jpg,train,640,640,1.0,1,1,0,92.176513671875,fire_only
0119_jpg.rf.cd8d7f264781f5e7019140b76c6e15a4.jpg,train,640,640,1.0,3,2,1,87.197021484375,both
0120_jpg.rf.09a430991eb04bf3b782c00278ec71c6.jpg,train,640,640,1.0,1,1,0,81.7861328125,fire_only
0120_jpg.rf.9773a94c88a5dcceea03cb4394007a16.jpg,train,640,640,1.0,1,1,0,62.369384765625,fire_only
0121_jpg.rf.9730ceb0770a1f42d1660cfe608299a4.jpg,train,640,640,1.0,1,1,0,91.754150390625,fire_only
0121_jpg.rf.bb2bcbd09d596f23adf8c4659aa09c06.jpg,train,640,640,1.0,1,1,0,132.027099609375,fire_only
0127_jpg.rf.7619715b30a43b35bbb2649186b8947b.jpg,train,640,640,1.0,1,1,0,98.458251953125,fire_only
0129_jpg.rf.4486664634ac82868c8640e090cecac9.jpg,train,640,640,1.0,1,0,1,125.93701171875,smoke_only
0129_jpg.rf.dd6e547a5077df4da3daf63f1f55f2e4.jpg,train,640,640,1.0,1,0,1,127.026123046875,smoke_only
0131_jpg.rf.114825a937dfa9be8b527ae1f4a4360a.jpg,train,640,640,1.0,1,1,0,94.49462890625,fire_only
0131_jpg.rf.3bfd55fd983621451bf7f207ed4861b8.jpg,train,640,640,1.0,1,1,0,94.848876953125,fire_only
0131_jpg.rf.bc2792b84db7e343028139ce5f0f1726.jpg,train,640,640,1.0,2,1,1,101.80224609375,both
0132_jpg.rf.7644557647ac9bd983b909baf13f9da5.jpg,train,640,640,1.0,2,1,1,68.8017578125,both
0132_jpg.rf.9c5c3e952c88888b4ce785ebc07fd978.jpg,train,640,640,1.0,2,2,0,80.16259765625,fire_only
0132_jpg.rf.db812083994be62cca2752a079603423.jpg,train,640,640,1.0,2,1,1,69.38916015625,both
0133_jpg.rf.a3f4d941a2353ecd6bdc9f59055240d5.jpg,train,640,640,1.0,1,1,0,90.299560546875,fire_only
0133_jpg.rf.db2600b0e47c73e01e6c574cc659d783.jpg,train,640,640,1.0,2,1,1,138.534423828125,both
0134_jpg.rf.1bebe426265ed78964cc9c2c9a043cbb.jpg,train,640,640,1.0,2,1,1,140.170654296875,both
0134_jpg.rf.54527086452b0c1a00b973e6189e9943.jpg,train,640,640,1.0,1,1,0,157.257080078125,fire_only
0135_jpg.rf.44a12f28ccbf12aeb646ab4918c8956d.jpg,train,640,640,1.0,3,3,0,112.833740234375,fire_only
0135_jpg.rf.d6dc931908e70d19d5080295f5894092.jpg,train,640,640,1.0,3,3,0,115.63671875,fire_only
0135_jpg.rf.f47f69982c30ed8e44b27952d4dc55fa.jpg,train,640,640,1.0,1,1,0,113.71142578125,fire_only
0136_jpg.rf.05c3a858e06b4527f8808278d35dc6fe.jpg,train,640,640,1.0,1,1,0,92.640625,fire_only
0136_jpg.rf.43c047be0bce1c88ad779f07909ce9a6.jpg,train,640,640,1.0,1,1,0,93.856201171875,fire_only
0136_jpg.rf.a636d16b1611a053188c8857017f9f41.jpg,train,640,640,1.0,1,1,0,71.451416015625,fire_only
0138_jpg.rf.19d2567c6ace5141da5cc94939cc4467.jpg,train,640,640,1.0,2,1,1,58.7021484375,both
0139_jpg.rf.0681856db91703db5d57fdd1745ed50b.jpg,train,640,640,1.0,6,4,2,91.6455078125,both
0139_jpg.rf.8acc4c8f101ca4a3b4dcc36dff1a6590.jpg,train,640,640,1.0,5,4,1,121.5625,both
0141_jpg.rf.0f2e3f992e5921978342d572106dd7ed.jpg,train,640,640,1.0,2,2,0,110.10107421875,fire_only
0141_jpg.rf.4d9d6dd3918f440f01da41bfdf8e31de.jpg,train,640,640,1.0,1,1,0,131.251220703125,fire_only
0141_jpg.rf.70579eda9eec1db95e96c471969005cb.jpg,train,640,640,1.0,1,1,0,131.251220703125,fire_only
0141_jpg.rf.748d15003989408be192649e0545e610.jpg,train,640,640,1.0,2,2,0,110.233154296875,fire_only
0142_jpg.rf.56297efad16eaa3d237b5ce54ae5c9f5.jpg,train,640,640,1.0,2,1,1,137.946044921875,both
0142_jpg.rf.68cf9e80ec1546c1057315085cd3dc1c.jpg,train,640,640,1.0,2,1,1,137.66552734375,both
0143_jpg.rf.8f207cf37f5c6e8c3374fce8eaf3b633.jpg,train,640,640,1.0,1,1,0,100.64697265625,fire_only
0143_jpg.rf.c42e91a266fb2e0372435f19581600bd.jpg,train,640,640,1.0,4,3,1,107.479736328125,both
0144_JPG_jpg.rf.82e6853d6513bada0f9d549b3cc1b2d2.jpg,train,640,640,1.0,1,0,1,103.3876953125,smoke_only
0145_jpg.rf.395183e705656a8e3f3819b27d651a62.jpg,train,640,640,1.0,1,1,0,141.1884765625,fire_only
0145_JPG_jpg.rf.059a243dc226b583b16148a13340ee89.jpg,train,640,640,1.0,2,1,1,86.01416015625,both
0146_jpg.rf.d01bdcd1d0c052f4829faaa94285733d.jpg,train,640,640,1.0,1,1,0,85.697509765625,fire_only
0146_JPG_jpg.rf.c27cf3640df48833f75105d9818731f2.jpg,train,640,640,1.0,1,0,1,110.98095703125,smoke_only
0147_jpg.rf.08f518e7c49a774e0d53ce24a96dbf22.jpg,train,640,640,1.0,1,1,0,124.634521484375,fire_only
0147_jpg.rf.d38923358ed92c939a7a9c053fd877c9.jpg,train,640,640,1.0,1,1,0,121.452392578125,fire_only
0148_jpg.rf.9552633010932413ddcd6a324056f7af.jpg,train,640,640,1.0,3,1,2,91.060791015625,both
0150_jpg.rf.af40a9f78b6b8b8dcbe5b9029b0af924.jpg,train,640,640,1.0,4,3,1,70.752197265625,both
0152_jpg.rf.a5533212de2e1deb8255f47846b91efd.jpg,train,640,640,1.0,1,1,0,80.579345703125,fire_only
0154_jpg.rf.8e4d280ce0c66e21f51e3513fbf27666.jpg,train,640,640,1.0,1,1,0,24.80712890625,fire_only
0155_jpg.rf.64f9197092c5284cf6e4b893c4da7d82.jpg,train,640,640,1.0,1,1,0,101.930908203125,fire_only
0155_jpg.rf.f7d6da4d911d623b03527ae0588157ac.jpg,train,640,640,1.0,1,1,0,103.314453125,fire_only
0156_jpg.rf.908684a49bcc05286797f8b7e883b300.jpg,train,640,640,1.0,2,1,1,92.375,both
0156_jpg.rf.98e27717bc608c1ba9cd2255479832e6.jpg,train,640,640,1.0,2,1,1,92.74951171875,both
0157_jpg.rf.b9ca9a98d968bb2c4b4cdb4316ce6b93.jpg,train,640,640,1.0,1,1,0,102.674560546875,fire_only
0158_jpg.rf.89509961679827ba0d3647a3715d1578.jpg,train,640,640,1.0,3,3,0,139.53125,fire_only
0160_jpg.rf.e2c6dfe645cd16d03b39198c6cf6faa2.jpg,train,640,640,1.0,1,1,0,112.76220703125,fire_only
0161_jpg.rf.3153f6068462b6efcd8c55824b96acf2.jpg,train,640,640,1.0,1,1,0,89.435791015625,fire_only
0164_jpg.rf.8e7d0a31c6095c334d5c0f4200c45f97.jpg,train,640,640,1.0,1,1,0,68.591064453125,fire_only
0166_jpg.rf.ce6f4722c8855ea1c4ec4741074e8b30.jpg,train,640,640,1.0,1,1,0,60.382568359375,fire_only
0167_jpg.rf.4b08239f21d4400e14ed57f09e45d3a5.jpg,train,640,640,1.0,1,1,0,58.634765625,fire_only
0168_jpg.rf.76af80338dd8a781a26e5482d02670f5.jpg,train,640,640,1.0,1,1,0,91.348876953125,fire_only
0168_jpg.rf.bb7e1920430bd0f442bb5ba9fc7caf61.jpg,train,640,640,1.0,1,1,0,91.179931640625,fire_only
0169_jpg.rf.247d513537c0a6c1cf55c464ca214004.jpg,train,640,640,1.0,1,1,0,70.788818359375,fire_only
0170_jpg.rf.91b4114ed0fcb98867b8b2cecddd54df.jpg,train,640,640,1.0,1,1,0,43.878662109375,fire_only
0171_jpg.rf.66f0e31fa6317abaf673156d9a54f86c.jpg,train,640,640,1.0,1,1,0,50.9296875,fire_only
0173_jpg.rf.28923a7542004068be62d824795697ed.jpg,train,640,640,1.0,1,1,0,44.547119140625,fire_only
0174_jpg.rf.dba5b4818d8e9c57652d005eabb42d41.jpg,train,640,640,1.0,4,4,0,60.0810546875,fire_only
0175_jpg.rf.f3c32427b7ff97aae42b841926ddd59b.jpg,train,640,640,1.0,5,5,0,38.738525390625,fire_only
0179_jpg.rf.463c53e115326fc445255d6bc9831bab.jpg,train,640,640,1.0,1,1,0,127.020751953125,fire_only
0180_jpg.rf.ec293a2c56d9523e04801538465b63cd.jpg,train,640,640,1.0,1,1,0,159.387451171875,fire_only
0182_jpg.rf.0a5574af0926915dab09c167f8fc55cb.jpg,train,640,640,1.0,1,1,0,115.9990234375,fire_only
0185_jpg.rf.260daf95e56331414dd974343726c5b6.jpg,train,640,640,1.0,1,1,0,119.125,fire_only
0185_jpg.rf.4eafe3f549beea7a3c2127fac1dffa59.jpg,train,640,640,1.0,1,1,0,119.182861328125,fire_only
0186_jpg.rf.b006b5bad936a9fc4bf25c1dbab2e61f.jpg,train,640,640,1.0,1,1,0,90.519775390625,fire_only
0189_jpg.rf.1b5a330cbbd28e1a82ae7a9041f5d964.jpg,train,640,640,1.0,1,1,0,108.704345703125,fire_only
0190_jpg.rf.c68ffe72c1a66c941a6a1f2c5e0012ad.jpg,train,640,640,1.0,1,1,0,129.786376953125,fire_only
0191_jpg.rf.3e6cf1f1acb63c4b71453f285c207d18.jpg,train,640,640,1.0,1,1,0,98.497314453125,fire_only
0192_jpg.rf.f3268aae5ebb1ee99fc2791aaf866b18.jpg,train,640,640,1.0,1,1,0,106.86083984375,fire_only
0193_jpg.rf.049919349277f6fee3d0d272cb729f8c.jpg,train,640,640,1.0,1,1,0,117.730712890625,fire_only
0193_jpg.rf.3c37666598b43e6a19f86b60acb3cf8f.jpg,train,640,640,1.0,1,1,0,118.004638671875,fire_only
0195_jpg.rf.a9f97c23d15e6cde80c8e70dce9a959b.jpg,train,640,640,1.0,1,1,0,87.673583984375,fire_only
0197_jpg.rf.bdfd81537d416eb673519fcbd79d13af.jpg,train,640,640,1.0,1,1,0,60.023193359375,fire_only
0198_jpg.rf.8f9aa619a268f52869da86c2cade83c6.jpg,train,640,640,1.0,2,1,1,117.79052734375,both
0199_jpg.rf.8c8fa2b707ecf101016e4163c94442dc.jpg,train,640,640,1.0,3,2,1,109.951904296875,both
0325403460c2d93c_jpg.rf.d5dd272843b34ee059a3b19c77a0cf87.jpg,train,640,640,1.0,1,1,0,49.64208984375,fire_only
04886596873b4511_jpg.rf.bc07f8f7ca067233f9df99029aa17703.jpg,train,640,640,1.0,2,2,0,29.396728515625,fire_only
084d8e970b8d456a_jpg.rf.4028c98fdcf11cf40a0642c9e21ce3f5.jpg,train,640,640,1.0,2,2,0,59.498779296875,fire_only
084d8e970b8d456a_jpg.rf.fc4ad1becbf7c54b38fd9f988a77c0c2.jpg,train,640,640,1.0,2,2,0,61.40087890625,fire_only
0cd656f34b9411f3_jpg.rf.c52a81cf8920039d4b727b06be195985.jpg,train,640,640,1.0,1,1,0,22.85791015625,fire_only
0cd656f34b9411f3_jpg.rf.d9a26b0303050f50784354e86316b962.jpg,train,640,640,1.0,1,1,0,23.396240234375,fire_only
1006_jpg.rf.b06bfe136276a272270a376fd8e33570.jpg,train,640,640,1.0,1,1,0,108.992919921875,fire_only
1021_jpg.rf.a9330bf90c1b3394157423ac87d52cf2.jpg,train,640,640,1.0,3,2,1,29.37646484375,both
1022_jpg.rf.77a4c5416fbeecca74962a3876264196.jpg,train,640,640,1.0,3,2,1,58.964111328125,both
102_jpg.rf.d2f71ad5c04af0370db52ea9f57ab3e9.jpg,train,640,640,1.0,4,2,2,68.239501953125,both
1034_jpg.rf.bb0bc8a549b47261408c945cd21f8f4c.jpg,train,640,640,1.0,2,1,1,67.880859375,both
1054_jpg.rf.757dd6f404fc1248166d310805f0ce32.jpg,train,640,640,1.0,2,1,1,100.33740234375,both
1054_jpg.rf.cd6c51bc49440eaa10ee6fe3ab05ba7c.jpg,train,640,640,1.0,2,1,1,99.358642578125,both
1055_jpg.rf.8f66282e6cb403dbf96f8fa519276b52.jpg,train,640,640,1.0,2,1,1,70.614501953125,both
1072_jpg.rf.9c872e780baff9fa85cb8fc6bc58a9f0.jpg,train,640,640,1.0,3,1,2,57.704345703125,both
1074_jpg.rf.e5c6960fae2d905e8016ec528afe4c8e.jpg,train,640,640,1.0,1,1,0,104.947021484375,fire_only
1096_jpg.rf.0d11c95ae41e461bd78a4fb79aea8797.jpg,train,640,640,1.0,5,3,2,39.852294921875,both
10_jpg.rf.2a25c1f18ff649573e138eb072e09b0d.jpg,train,640,640,1.0,1,1,0,26.963134765625,fire_only
10_jpg.rf.d3bd694758cf45bc29ca90df5dfe0bbf.jpg,train,640,640,1.0,1,0,1,174.72607421875,smoke_only
110-Copy_jpg.rf.1ab53f16b9d87a1eddc650488f0c37bb.jpg,train,640,640,1.0,1,1,0,97.520263671875,fire_only
110-Copy_jpg.rf.61e1b98b2ba77a6bdd1263540371086e.jpg,train,640,640,1.0,1,1,0,98.369384765625,fire_only
1108_jpg.rf.76b23cfeb46456dceda81d2d95c160b5.jpg,train,640,640,1.0,4,3,1,89.10107421875,both
1108_jpg.rf.84aee543dcb7f5d9074583e68a542875.jpg,train,640,640,1.0,4,3,1,88.673583984375,both
1120_jpg.rf.793f04de189a9b76bdb42805abe52eef.jpg,train,640,640,1.0,3,1,2,79.211669921875,both
1121_jpg.rf.9a13283db2a685117b7e7dc5fcfc2f35.jpg,train,640,640,1.0,2,1,1,94.9375,both
1133_jpg.rf.e0f3e6f489fbc84e792b5a011a0a6e9c.jpg,train,640,640,1.0,9,3,6,74.684814453125,both
1134_jpg.rf.8e0b2897f6b85337597e0ff88f765b30.jpg,train,640,640,1.0,1,1,0,52.23486328125,fire_only
1137_jpg.rf.797a4bdc3743a6f69e4dfbce764a1516.jpg,train,640,640,1.0,2,2,0,75.014892578125,fire_only
1137_jpg.rf.fc06fbfd7cd2c3293409b383e224d154.jpg,train,640,640,1.0,2,2,0,75.355224609375,fire_only
1147_jpg.rf.5b8eb7e4cceed9138e1476f2e34f6f51.jpg,train,640,640,1.0,1,1,0,73.41796875,fire_only
1155_jpg.rf.65594d5bfeeda84d292b56d0677c32fc.jpg,train,640,640,1.0,2,1,1,54.9794921875,both
1165_jpg.rf.4c92ae06688b35cd0dd33774cdc5c9f0.jpg,train,640,640,1.0,1,1,0,58.90576171875,fire_only
1167_jpg.rf.42863f949821de0abd41fa5bd5e5ab94.jpg,train,640,640,1.0,3,2,1,99.802734375,both
1191_jpg.rf.2c69cb8a05e6d225c1dcd1f84711c60f.jpg,train,640,640,1.0,4,3,1,93.245849609375,both
1191_jpg.rf.5178b258b1664fda40557951182acdd9.jpg,train,640,640,1.0,4,3,1,93.833251953125,both
1196_jpg.rf.2edcbaf286bf107790f766033114e1f4.jpg,train,640,640,1.0,3,2,1,67.839111328125,both
11_jpg.rf.09d5a6ae76f2d1eddbed8bca8de8f21d.jpg,train,640,640,1.0,2,2,0,58.005859375,fire_only
1206_jpg.rf.cd4d13acf06fefe4aa49b9fb78e5a1e2.jpg,train,640,640,1.0,6,3,3,81.980712890625,both
1217_jpg.rf.775bd569c8e3d976f4d50526e68ea090.jpg,train,640,640,1.0,2,2,0,57.774658203125,fire_only
1231_jpg.rf.775106225fefaa12fe882bc4391e060a.jpg,train,640,640,1.0,4,3,1,69.6064453125,both
1280_jpg.rf.12e79061b1535791c6bbb84b8028e491.jpg,train,640,640,1.0,1,1,0,78.63037109375,fire_only
1287_jpg.rf.b0c332e7ed9e9ab846691614fb7e6743.jpg,train,640,640,1.0,2,1,1,48.604248046875,both
1290_jpg.rf.1e892e396c222de28ceca109cf6ebf9b.jpg,train,640,640,1.0,5,5,0,71.661865234375,fire_only
1290_jpg.rf.d077153982c7c7a4dcd71bf07122b4f7.jpg,train,640,640,1.0,5,5,0,71.8984375,fire_only
12_jpg.rf.518616213e9fe6a859957090aae0b9db.jpg,train,640,640,1.0,1,0,1,92.58642578125,smoke_only
12_jpg.rf.f6cce967610d4f9e578ed13af2d1707d.jpg,train,640,640,1.0,2,2,0,54.869140625,fire_only
1377_jpg.rf.d204bc3d3d552e4296e80528e2917416.jpg,train,640,640,1.0,2,0,2,97.6171875,smoke_only
137b33fa7a110d65_jpg.rf.07007216e8412f7e98ebf63a21d3e279.jpg,train,640,640,1.0,1,1,0,63.156982421875,fire_only
138_jpg.rf.da3348d629349db66150911efe9938ee.jpg,train,640,640,1.0,2,1,1,46.767333984375,both
13_jpg.rf.4a72a6ba0253d56940709589709e2c2f.jpg,train,640,640,1.0,5,4,1,134.620361328125,both
13_jpg.rf.8cf69b81e246e73f6afdf1be22b7a1dd.jpg,train,640,640,1.0,1,1,0,114.665283203125,fire_only
1404_jpg.rf.a05cd38f59bed8eabdede8717e75d3ce.jpg,train,640,640,1.0,9,9,0,57.639892578125,fire_only
141_jpg.rf.45b7c4a0bcc8185c3d114f7c1e42dcc8.jpg,train,640,640,1.0,7,4,3,72.498779296875,both
144_jpg.rf.04faeab02c0e32b10991de23d76bbd4d.jpg,train,640,640,1.0,3,2,1,111.79248046875,both
15_jpg.rf.2f834534c876c32ab6915bf96a0b94b3.jpg,train,640,640,1.0,1,1,0,150.6552734375,fire_only
15_jpg.rf.ae79765d63ba1acd3a07e4d074c6d463.jpg,train,640,640,1.0,3,2,1,118.91748046875,both
1605f741c11f4bc3_jpg.rf.c6b3df6ae77b8f2cdfad518a89450f70.jpg,train,640,640,1.0,1,1,0,109.42822265625,fire_only
16_jpg.rf.324164c1d33a2c23a7541ce9e457c1e5.jpg,train,640,640,1.0,1,0,1,112.968017578125,smoke_only
174_jpg.rf.3fabd0042559c2f780f17d80e2d2845d.jpg,train,640,640,1.0,6,3,3,67.861572265625,both
174_jpg.rf.5dbe33ea6331b126b187723cffb291f9.jpg,train,640,640,1.0,6,3,3,66.93701171875,both
17_jpg.rf.651c1a26ec4c547b571bb6c613822796.jpg,train,640,640,1.0,1,1,0,88.215576171875,fire_only
1861bf1c2bbb6cfd_jpg.rf.1d92e0d163fc77db4774119bf73192cd.jpg,train,640,640,1.0,1,1,0,143.7998046875,fire_only
19_jpg.rf.bdbe817164bae2da960428a582b61107.jpg,train,640,640,1.0,1,1,0,68.880859375,fire_only
19_jpg.rf.f81cdf37b22ff627f232a72105ad33ee.jpg,train,640,640,1.0,1,0,1,120.476806640625,smoke_only
1_jpg.rf.0864290678edcad962c3aa1f455571ae.jpg,train,640,640,1.0,1,0,1,44.36962890625,smoke_only
1_jpg.rf.9463fa6c8debfb70ce2964944609fd05.jpg,train,640,640,1.0,1,0,1,44.852783203125,smoke_only
1a228a4049efc30e_jpg.rf.de404cf45c0388440932b71721965f27.jpg,train,640,640,1.0,1,1,0,58.375244140625,fire_only
211a81e1780fdb2a_jpg.rf.52fc76249b873af9bf493f0d6961b25c.jpg,train,640,640,1.0,1,1,0,62.715576171875,fire_only
217_jpg.rf.43666a88dfaad0a5500aec74b6d4bf82.jpg,train,640,640,1.0,1,1,0,34.67138671875,fire_only
217_jpg.rf.9fc01a2e4aa5528197ba88751704defc.jpg,train,640,640,1.0,1,1,0,34.67138671875,fire_only
21_jpg.rf.54ef89ab18e9542d7795f5c3531edfbc.jpg,train,640,640,1.0,1,0,1,114.338623046875,smoke_only
21_jpg.rf.d383eb5746f06bc998766bcf79d89744.jpg,train,640,640,1.0,1,1,0,90.47509765625,fire_only
22_jpg.rf.2888df1aec07d321d624b924a3a525ff.jpg,train,640,640,1.0,1,1,0,78.52734375,fire_only
22_jpg.rf.363e2965780e2384af1ff29c11f30d60.jpg,train,640,640,1.0,1,0,1,143.4091796875,smoke_only
240_jpg.rf.6099ec399355da3d5f215c3b9b104f61.jpg,train,640,640,1.0,1,1,0,41.955078125,fire_only
241_jpg.rf.f17f32eb3555d2dd0844714171fd372f.jpg,train,640,640,1.0,2,1,1,65.42578125,both
242_jpg.rf.ab1eeae12d89a5dcb5b9352719c7587d.jpg,train,640,640,1.0,3,0,3,75.193359375,smoke_only
242_jpg.rf.ea4f906d5dc459f938540f30fa28b87a.jpg,train,640,640,1.0,3,0,3,75.538818359375,smoke_only
242_jpg.rf.fef8e64166ffe2bbec8759e9f8331205.jpg,train,640,640,1.0,3,0,3,75.193359375,smoke_only
24_jpg.rf.53f633d37d34a1c41e2b95c2a6c9b067.jpg,train,640,640,1.0,1,1,0,59.50830078125,fire_only
24_jpg.rf.d9758ffd1e824dd65ebd573a9ef2e192.jpg,train,640,640,1.0,1,1,0,59.50830078125,fire_only
254_jpg.rf.ebc1d93b1aac347958686f6c363a8e85.jpg,train,640,640,1.0,4,3,1,66.4609375,both
25_jpg.rf.4579680df8b2736b48ec537ce53ebaea.jpg,train,640,640,1.0,1,0,1,116.901611328125,smoke_only
25_jpg.rf.48a0b79b48b40cabe82490e36e47540f.jpg,train,640,640,1.0,1,0,1,115.296875,smoke_only
25_jpg.rf.cca29182f9517a2c5ecc0fbc7716dff2.jpg,train,640,640,1.0,1,1,0,106.3076171875,fire_only
267_jpg.rf.855fc0d4d2caa679efeddf6b3cf53895.jpg,train,640,640,1.0,2,1,1,71.974365234375,both
26_jpg.rf.bd046dc3edcdad0a1b2b2b60a381c754.jpg,train,640,640,1.0,1,1,0,85.64599609375,fire_only
