filename,split,class,issue,severity,recommended_action,action_taken
WEBFire290_jpg.rf.2246deb98b0b56cf91ccd07cf8739908.jpg,train,Fire,extremely small box (area=0.00009),review,verify annotation,kept - plausible distant object
WEBFire290_jpg.rf.2246deb98b0b56cf91ccd07cf8739908.jpg,train,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBSmoke1566_jpg.rf.755d84798479bb0ba3552d7723fd006e.jpg,train,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBSmoke2281_jpg.rf.7cc1e037ef8fb9fa03a27fe7be6cd45c.jpg,train,Fire,extremely small box (area=0.00009),review,verify annotation,kept - plausible distant object
WEBSmoke2281_jpg.rf.7cc1e037ef8fb9fa03a27fe7be6cd45c.jpg,train,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBSmoke2292_jpg.rf.e81a502435049a69a5c79dcd32ac064d.jpg,train,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
WEBSmoke2294_jpg.rf.e293506d4b8223323f3b9fbc34a2d459.jpg,train,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBSmoke2311_jpg.rf.f40ccd73515d012616c20828e704e173.jpg,train,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
MirrorWEBFire211_jpg.rf.79c2215180e7c607ae6bda9d8eaf7c9c.jpg,valid,Fire,extremely small box (area=0.00015),review,verify annotation,kept - plausible distant object
MirrorWEBFire258_jpg.rf.1e14143b74c04d2c065b74fb124d026a.jpg,valid,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
MirrorWEBFire258_jpg.rf.5f075c5f66d28733139be042ead404f2.jpg,valid,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
MirrorWEBFire262_jpg.rf.b836878320947232e67e6e2954e550ce.jpg,valid,Fire,extremely small box (area=0.00015),review,verify annotation,kept - plausible distant object
NoiseWEBFire1107_jpg.rf.2e6759e9b76b0f123b99d89adc9f8a1b.jpg,valid,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
NoiseWEBFire1107_jpg.rf.a876abfeadf47e0b90c0e5288a237bcc.jpg,valid,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
NoiseWEBSmoke3015_jpg.rf.f208e78613e512b126be31bd7e22dbf0.jpg,valid,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
NoiseWEBSmoke3015_jpg.rf.f208e78613e512b126be31bd7e22dbf0.jpg,valid,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
NoiseWEBSmoke3300_jpg.rf.72ae0ee12fc475b4ee54379a23713125.jpg,valid,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
NoiseWEBSmoke3300_jpg.rf.72ae0ee12fc475b4ee54379a23713125.jpg,valid,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
NoiseWEBSmoke396_jpg.rf.786442bbb3ecad87f84caa65bd5ff3ed.jpg,valid,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
NoiseWEBSmoke396_jpg.rf.786442bbb3ecad87f84caa65bd5ff3ed.jpg,valid,Fire,extremely small box (area=0.00018),review,verify annotation,kept - plausible distant object
WEBFire176_jpg.rf.1a12dafec9dd10e96cc3095f68104e88.jpg,valid,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBFire1867_jpg.rf.3c7ce26ff471f27431d2e47a98376f7d.jpg,valid,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBFire211_jpg.rf.f32a6da2f3225528c7236e561a0308d0.jpg,valid,Fire,extremely small box (area=0.00015),review,verify annotation,kept - plausible distant object
WEBFire244_jpg.rf.3516325a327177e803165ec57a04514a.jpg,valid,Fire,extremely small box (area=0.00008),review,verify annotation,kept - plausible distant object
WEBFire252_jpg.rf.09b97dab6c0e28ccef1afea2d3834d1f.jpg,valid,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBFire252_jpg.rf.09b97dab6c0e28ccef1afea2d3834d1f.jpg,valid,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBFire252_jpg.rf.36782d17f3a0b5b07b7c2d57c4ac4b81.jpg,valid,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBFire252_jpg.rf.36782d17f3a0b5b07b7c2d57c4ac4b81.jpg,valid,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBFire262_jpg.rf.3c1a0b379ad18eaba8affae52ef84590.jpg,valid,Fire,extremely small box (area=0.00015),review,verify annotation,kept - plausible distant object
WEBFire295_jpg.rf.1d59c2ef95c70af6863e81c2f3b69c1c.jpg,valid,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBSmoke2331_jpg.rf.3ab567e6de652192c57e484b194b5985.jpg,valid,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBSmoke2331_jpg.rf.3ab567e6de652192c57e484b194b5985.jpg,valid,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBSmoke2332_jpg.rf.a6f054588e7915bf772d6f18b69152b1.jpg,valid,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBSmoke2332_jpg.rf.a6f054588e7915bf772d6f18b69152b1.jpg,valid,Fire,extremely small box (area=0.00009),review,verify annotation,kept - plausible distant object
MirrorWEBFire2132_jpg.rf.2d2f372ed60a305a719cfcd2585861a7.jpg,test,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
MirrorWEBSmoke2286_jpg.rf.8d481ef294648bc8671e8d3bdb897892.jpg,test,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
MirrorWEBSmoke2291_jpg.rf.6407dd797d389d04d8c97bf3ca147cbb.jpg,test,Fire,extremely small box (area=0.00015),review,verify annotation,kept - plausible distant object
WEBFire2132_jpg.rf.88b5f33096ec2feecbadfcf1177b4341.jpg,test,Fire,extremely small box (area=0.00016),review,verify annotation,kept - plausible distant object
WEBSmoke1304_jpg.rf.2576b6b65c086e57401c0d4fc6e7dc3f.jpg,test,Fire,extremely small box (area=0.00010),review,verify annotation,kept - plausible distant object
WEBSmoke1304_jpg.rf.2576b6b65c086e57401c0d4fc6e7dc3f.jpg,test,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
WEBSmoke2284_jpg.rf.94c54a14f5c9e320a8b78d9901b9ee94.jpg,test,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
WEBSmoke2286_jpg.rf.15db5a7bd594a8129a1887906f3d72ed.jpg,test,Fire,extremely small box (area=0.00012),review,verify annotation,kept - plausible distant object
WEBSmoke2290_jpg.rf.976143577933e4b31e5850cd68f9fa99.jpg,test,Fire,extremely small box (area=0.00020),review,verify annotation,kept - plausible distant object
ezgif-frame-101_jpg.rf.01de7c74205d05768e09c666a04f4b2c.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-102_jpg.rf.d1b4cd6364c844d286601b0ff26b1f50.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-103_jpg.rf.92c15f3f522f63a4513f8b6f0e465f3c.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-104_jpg.rf.37900751646c07f14f8f1a8f55a87331.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-106_jpg.rf.65f8cf753d58ff2a1b373686a1aaf824.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-108_jpg.rf.4cb2c122474c7b7e0cc7df65e3457f55.jpg,train,Fire,box covers 98% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-110_jpg.rf.72d89922553c153d04a0a211b9da4443.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-111_jpg.rf.e67ffbe3a5a0fab3e2e87f84f6ec11ee.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-112_jpg.rf.3fe777092a5cc9932d4c47f7ced1fe6a.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-113_jpg.rf.d0efbb14c0997927971645bd12214e1c.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-114_jpg.rf.57ddc5f50c4166ad49ead4d5923b7f56.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-115_jpg.rf.c0683d6b0a18b5310d002e9f69309996.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-118_jpg.rf.a6511655f17acc4c96ae422dc26a9069.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-119_jpg.rf.36b395206fcb464802eb2e4b5269bdbe.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-120_jpg.rf.9b4aa4d29df6a6da0e11402e2dd11ca9.jpg,train,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-123_jpg.rf.86fe2f651f79263453db83dbdb5869d3.jpg,train,Fire,box covers 99% of image,review,verify annotation,kept - plausible full-frame smoke/fire
fire1-1534-_jpg.rf.24a36f3619bce3d7598b7ace2b6dbf69.jpg,train,Fire,box covers 99% of image,review,verify annotation,kept - plausible full-frame smoke/fire
fire1-755-_jpg.rf.492f135dc4a190b2451957b174b87f5f.jpg,train,Fire,box covers 91% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-100_jpg.rf.bc1b54c911ecd4b94d8e13286ac09890.jpg,valid,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-105_jpg.rf.de4ec9e23fd7becb277435075c034df4.jpg,valid,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-107_jpg.rf.7623612d0e68fec8c359a5908932d1f4.jpg,valid,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-117_jpg.rf.82faf148c34d3015927db3c0003edd1b.jpg,valid,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
fire1-598-_jpg.rf.a1d0d9c8b720744f093a19bae6fd677f.jpg,valid,Fire,box covers 99% of image,review,verify annotation,kept - plausible full-frame smoke/fire
fire1-929-_jpg.rf.e4ef77801eb5adfdd9249f40b3e699ef.jpg,valid,Fire,box covers 99% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-116_jpg.rf.1dadcbb7b5498f2ef2ecbd1f037e1dfa.jpg,test,Fire,box covers 100% of image,review,verify annotation,kept - plausible full-frame smoke/fire
ezgif-frame-122_jpg.rf.1e68313ea11206743c3057ecf880292e.jpg,test,Fire,box covers 99% of image,review,verify annotation,kept - plausible full-frame smoke/fire
fire1-859-_jpg.rf.6cb63fb83bb9894d9f4163e610c9229a.jpg,test,Fire,box covers 99% of image,review,verify annotation,kept - plausible full-frame smoke/fire
1133_jpg.rf.e0f3e6f489fbc84e792b5a011a0a6e9c.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
1404_jpg.rf.a05cd38f59bed8eabdede8717e75d3ce.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
82-Copy_jpg.rf.9e11a0665f9eb6814e66060329bb0b68.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
858_jpg.rf.f5d68f81beda993fe914a2bbecc757ba.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1026-_jpg.rf.172e70754cda177afa7f2d98d8cbfc0f.jpg,train,-,crowded scene (10 boxes),info,spot-check boxes,kept
fire1-1055-_jpg.rf.1f906789cdf742b9bce67ba0e76c345e.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1070-_jpg.rf.16718b26da79c3b51e79f1fdeade0f94.jpg,train,-,crowded scene (13 boxes),info,spot-check boxes,kept
fire1-1218-_jpg.rf.923e90f2e1801613de05b2f67e483a6a.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1218-_jpg.rf.9ffdd7b3c8351b5be9a278a5a2de549f.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1238-_jpg.rf.9c782be49ce590b99e06017698599b20.jpg,train,-,crowded scene (12 boxes),info,spot-check boxes,kept
fire1-1250-_jpg.rf.8f41c08b3d1d32a4b54db182fd52236f.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
fire1-1251-_jpg.rf.3503cece085c2732298d71f72a6a41e1.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1251-_jpg.rf.364e6e08a0b5670c6817b4495c3cbd8d.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1261-_jpg.rf.0e3018097c15b4ebf993a3dcae7f5c68.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1261-_jpg.rf.1a5a3f512f24d6356d4c9d6fbe21d483.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1293-_jpg.rf.c14301ba7ab13c70c0d6beafaad7b9e7.jpg,train,-,crowded scene (11 boxes),info,spot-check boxes,kept
fire1-1337-_jpg.rf.076ca72df978fd314e92e07c2a579073.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-1470-_jpg.rf.535b9947fcd816f38cc416ebdb97c0b4.jpg,train,-,crowded scene (11 boxes),info,spot-check boxes,kept
fire1-1503-_jpg.rf.2eb0c6d31526fc540038a235e6da4b8b.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
fire1-1503-_jpg.rf.305a86ff66ac53b1f1fe5f03fd10d9ea.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
fire1-1551-_jpg.rf.db2615ec041374c9720311f8c3cef6d6.jpg,train,-,crowded scene (18 boxes),info,spot-check boxes,kept
fire1-1552-_jpg.rf.0b2f48fa147e99ff481931b4f44ff21b.jpg,train,-,crowded scene (20 boxes),info,spot-check boxes,kept
fire1-1552-_jpg.rf.9003038605d9fa676cce702c9f342279.jpg,train,-,crowded scene (20 boxes),info,spot-check boxes,kept
fire1-1567-_jpg.rf.8d13b7f3adb0ddeb4df87fa9c7838671.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
fire1-472-_jpg.rf.989b4f1e1c23e909cbd9fdd2920b8d41.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-474-_jpg.rf.2a3e196197fd03ba0ccb5e989ff05896.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-474-_jpg.rf.2aecea64a8ebbd49057b0496c0cfd380.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-712-_jpg.rf.e8bb2c5006534474633cef2d911d4554.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-750-_jpg.rf.c9ee66cd682b6b0541806f983d99913e.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-947-_jpg.rf.c0e2d9e8fdcb3bff5ec07360d4133fe7.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-947-_jpg.rf.fc9ed0ff8aca37a5211de5b4cc544580.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-952-_jpg.rf.665b73bbe58220c9f85f7f2e7c0ef8ca.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-980-_jpg.rf.53cb4ee3adcc43638e6c14f46b486f76.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-984-_jpg.rf.76bfd761a15b797af2fd9d35e79c48ed.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-988-_jpg.rf.d407b0630ef3cda6c341387302624105.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
MirrorWEBFire1121_jpg.rf.973c435fa02db049d09cb9a732a30147.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
MirrorWEBFire1183_jpg.rf.bbda7e714eb556ce7c75330cfcbe4bac.jpg,train,-,crowded scene (10 boxes),info,spot-check boxes,kept
