filename,split,class_id,class_name,x_center,y_center,box_w,box_h,box_area,box_aspect,img_w,img_h,n_objects_in_image,size_category
0058_jpg.rf.787eda909f88543fec205f33e4edec24.jpg,train,0,Fire,0.5859375,0.5109375,0.034375,0.053125,0.001826171875,0.6470588235294118,640,640,2,small
0058_jpg.rf.e7dd4c99d61a03cac544a8248db7ded6.jpg,train,1,Smoke,0.5109375,0.36796875,0.121875,0.296875,0.036181640625,0.4105263157894737,640,640,2,large
0058_jpg.rf.e7dd4c99d61a03cac544a8248db7ded6.jpg,train,0,Fire,0.5859375,0.5109375,0.034375,0.053125,0.001826171875,0.6470588235294118,640,640,2,small
0061_JPG_jpg.rf.9f9e02793ef510872135351871fdbadb.jpg,train,0,Fire,0.2328125,0.590625,0.096875,0.10625,0.01029296875,0.911764705882353,640,640,1,medium
0062_jpg.rf.bd5e0b64bd1452eb486463485628a629.jpg,train,0,Fire,0.2765625,0.696875,0.1328125,0.1328125,0.01763916015625,1.0,640,640,2,medium
0062_jpg.rf.bd5e0b64bd1452eb486463485628a629.jpg,train,0,Fire,0.375,0.9015625,0.08125,0.190625,0.01548828125,0.42622950819672134,640,640,2,medium
0066_jpg.rf.d2a5b5394630f77b5336a4761cea202f.jpg,train,0,Fire,0.525,0.390625,0.03125,0.05625,0.0017578125,0.5555555555555556,640,640,2,small
0066_jpg.rf.d2a5b5394630f77b5336a4761cea202f.jpg,train,1,Smoke,0.4640625,0.2046875,0.121875,0.171875,0.020947265625,0.7090909090909091,640,640,2,medium
0067_jpg.rf.094ff5d9bfcc53fa40f63457112d3c97.jpg,train,1,Smoke,0.36875,0.3796875,0.21875,0.153125,0.033496093750000004,1.4285714285714284,640,640,2,large
0067_jpg.rf.094ff5d9bfcc53fa40f63457112d3c97.jpg,train,0,Fire,0.2609375,0.5421875,0.146875,0.253125,0.037177734375,0.5802469135802469,640,640,2,large
0068_jpg.rf.eed1c4197eb105498b9502c9c96c0b30.jpg,train,1,Smoke,0.41875,0.21875,0.23125,0.30625,0.07082031250000001,0.7551020408163265,640,640,1,large
0069_jpg.rf.c464fb5f5025e706952a77e69ab8f869.jpg,train,1,Smoke,0.4984375,0.115625,0.265625,0.2,0.053125000000000006,1.328125,640,640,2,large
0069_jpg.rf.c464fb5f5025e706952a77e69ab8f869.jpg,train,0,Fire,0.3078125,0.6421875,0.315625,0.628125,0.19825195312500002,0.5024875621890547,640,640,2,large
0070_JPG_jpg.rf.56be6e7ea99bf6ee0ec98e352d8b8633.jpg,train,1,Smoke,0.478125,0.3,0.15,0.1125,0.016875,1.3333333333333333,640,640,2,medium
0070_JPG_jpg.rf.56be6e7ea99bf6ee0ec98e352d8b8633.jpg,train,0,Fire,0.4875,0.446875,0.1375,0.175,0.0240625,0.7857142857142858,640,640,2,large
0071_JPG_jpg.rf.b063ae06cfe95773e41207f757d51097.jpg,train,0,Fire,0.5140625,0.4109375,0.090625,0.178125,0.016142578125,0.5087719298245613,640,640,1,medium
0074_JPG_jpg.rf.0536a368e458c5e30105774e56670ab1.jpg,train,0,Fire,0.434375,0.49375,0.79375,0.80625,0.6399609374999999,0.9844961240310077,640,640,1,large
0076_jpg.rf.234645e7e3f301bb892da739b55cae06.jpg,train,1,Smoke,0.2453125,0.5328125,0.415625,0.534375,0.22209960937500003,0.7777777777777778,640,640,1,large
0081_JPG_jpg.rf.569b062042f0b2dbed0ab6abb2330dee.jpg,train,1,Smoke,0.8421875,0.41875,0.309375,0.6375,0.19722656249999998,0.4852941176470589,640,640,2,large
0081_JPG_jpg.rf.569b062042f0b2dbed0ab6abb2330dee.jpg,train,1,Smoke,0.346875,0.440625,0.33125,0.4375,0.144921875,0.7571428571428571,640,640,2,large
0085_jpg.rf.adc88fb22ee95f417ab5d12737508cce.jpg,train,0,Fire,0.4984375,0.3984375,0.040625,0.090625,0.003681640625,0.4482758620689655,640,640,1,medium
0087_jpg.rf.769ba74d58d57b507fde2be92952b6ca.jpg,train,1,Smoke,0.728125,0.1921875,0.15,0.296875,0.04453125,0.5052631578947369,640,640,2,large
0087_jpg.rf.769ba74d58d57b507fde2be92952b6ca.jpg,train,0,Fire,0.4765625,0.3046875,0.359375,0.578125,0.207763671875,0.6216216216216216,640,640,2,large
0088_JPG_jpg.rf.8040ca04d194492d042ba4a08c3a9a12.jpg,train,0,Fire,0.496875,0.3921875,0.03125,0.078125,0.00244140625,0.4,640,640,1,small
0089_JPG_jpg.rf.014d5b4e76e9547922613949ea9584ef.jpg,train,1,Smoke,0.425,0.2953125,0.2109375,0.590625,0.12458496093749999,0.35714285714285715,640,640,1,large
0090_jpg.rf.1a6de375bdd838ee35bfe198150c7cab.jpg,train,0,Fire,0.453125,0.3640625,0.3875,0.353125,0.1368359375,1.0973451327433628,640,640,1,large
0091_jpg.rf.6a26368ad6dda524fd9aa0e7b2fc8438.jpg,train,0,Fire,0.653125,0.4328125,0.09375,0.121875,0.01142578125,0.7692307692307693,640,640,1,medium
0095_jpg.rf.2f02be148334c93aa5c6e48aa01d4b36.jpg,train,0,Fire,0.490625,0.6234375,0.075,0.103125,0.007734374999999999,0.7272727272727273,640,640,1,medium
0096_jpg.rf.acb9b1de1e607821c63b696065227776.jpg,train,1,Smoke,0.178125,0.3734375,0.19375,0.459375,0.08900390625,0.4217687074829932,640,640,1,large
0096_jpg.rf.b63d47f415cc1585e1c0a6f78bb48f09.jpg,train,1,Smoke,0.178125,0.3734375,0.19375,0.459375,0.08900390625,0.4217687074829932,640,640,1,large
0098_jpg.rf.df12ff8a92f5273eee8f108cef19e0b8.jpg,train,0,Fire,0.5828125,0.66875,0.078125,0.171875,0.013427734375,0.45454545454545453,640,640,2,medium
0098_jpg.rf.df12ff8a92f5273eee8f108cef19e0b8.jpg,train,0,Fire,0.60625,0.8296875,0.0765625,0.0828125,0.006340332031250001,0.9245283018867926,640,640,2,medium
0099_jpg.rf.1f754706c4744035189e963c3c7487e7.jpg,train,1,Smoke,0.328125,0.3359375,0.2875,0.371875,0.10691406249999999,0.7731092436974789,640,640,2,large
0099_jpg.rf.1f754706c4744035189e963c3c7487e7.jpg,train,0,Fire,0.571875,0.3921875,0.28125,0.340625,0.09580078125000001,0.8256880733944953,640,640,2,large
0100_jpg.rf.27c1f983eb803f4c3d96667d5e04337b.jpg,train,0,Fire,0.45,0.490625,0.33125,0.2625,0.086953125,1.2619047619047619,640,640,3,large
0100_jpg.rf.27c1f983eb803f4c3d96667d5e04337b.jpg,train,1,Smoke,0.65859375,0.4921875,0.1765625,0.153125,0.027036132812500002,1.153061224489796,640,640,3,large
0100_jpg.rf.27c1f983eb803f4c3d96667d5e04337b.jpg,train,1,Smoke,0.16875,0.3078125,0.31875,0.584375,0.18626953124999998,0.5454545454545454,640,640,3,large
0102_jpg.rf.632845420b2139de670f69d69006182d.jpg,train,0,Fire,0.5609375,0.5796875,0.078125,0.090625,0.007080078125,0.8620689655172414,640,640,1,medium
0102_jpg.rf.8cb9b40ed6fa41a482a6aaf6a93a93ce.jpg,train,1,Smoke,0.6859375,0.3203125,0.090625,0.209375,0.018974609375,0.43283582089552236,640,640,2,medium
0102_jpg.rf.8cb9b40ed6fa41a482a6aaf6a93a93ce.jpg,train,0,Fire,0.50625,0.3375,0.325,0.25625,0.08328125,1.2682926829268295,640,640,2,large
0102_jpg.rf.c22291bc0469bde08a1031955afb2964.jpg,train,0,Fire,0.5609375,0.5796875,0.078125,0.090625,0.007080078125,0.8620689655172414,640,640,1,medium
0104_jpg.rf.553e969fb4de735172ecfcf74044a403.jpg,train,0,Fire,0.5125,0.38125,0.125,0.15625,0.01953125,0.8,640,640,1,medium
0104_jpg.rf.b933162c8781667b62fdeca09e2c2b3e.jpg,train,0,Fire,0.4921875,0.5171875,0.184375,0.290625,0.053583984375000004,0.6344086021505376,640,640,1,large
0108_jpg.rf.857f8428d3c16f5ad6584f84a4078118.jpg,train,0,Fire,0.7546875,0.7453125,0.046875,0.096875,0.004541015625,0.48387096774193544,640,640,1,medium
0109_jpg.rf.582f9ec6a0d711716279ca5280771334.jpg,train,0,Fire,0.4125,0.6578125,0.0625,0.090625,0.0056640625,0.6896551724137931,640,640,1,medium
0110_jpg.rf.c055ba6ef3064c2b9b8a3b46c4d95094.jpg,train,0,Fire,0.409375,0.4546875,0.0625,0.053125,0.0033203125,1.1764705882352942,640,640,1,medium
0110_JPG_jpg.rf.511810f266f15872d86fb1052a77a327.jpg,train,0,Fire,0.3875,0.4265625,0.35,0.096875,0.03390625,3.612903225806451,640,640,1,large
0110_JPG_jpg.rf.89265cde6c9a59242224c8d6cebe5c95.jpg,train,0,Fire,0.3875,0.4265625,0.35,0.096875,0.03390625,3.612903225806451,640,640,1,large
0112_jpg.rf.17cfd541627b5dc42db9530c0ee9436f.jpg,train,0,Fire,0.6953125,0.496875,0.078125,0.13125,0.01025390625,0.5952380952380952,640,640,1,medium
0113_jpg.rf.aa5b2f334f69733564cd3bc5ea0e8d0d.jpg,train,0,Fire,0.6640625,0.734375,0.078125,0.1875,0.0146484375,0.4166666666666667,640,640,1,medium
0113_jpg.rf.e9dfa0120cfd4b3242326dc379b27657.jpg,train,0,Fire,0.6640625,0.734375,0.078125,0.1875,0.0146484375,0.4166666666666667,640,640,1,medium
0116_jpg.rf.13b825505e0e73a78e3143a2ea079874.jpg,train,0,Fire,0.653125,0.65,0.08125,0.1875,0.015234375000000001,0.43333333333333335,640,640,1,medium
0116_JPG_jpg.rf.c7bf53754b1c42e13d3dee2172edfc89.jpg,train,0,Fire,0.6,0.4859375,0.21875,0.484375,0.10595703125,0.45161290322580644,640,640,1,large
0117_jpg.rf.4aba5e874094c66f8de6804b413b39e9.jpg,train,1,Smoke,0.60625,0.25859375,0.171875,0.5171875,0.0888916015625,0.3323262839879154,640,640,1,large
0118_jpg.rf.838b39d08127d8db1c9df9e4c3e6b911.jpg,train,1,Smoke,0.52265625,0.353125,0.15,0.6875,0.103125,0.21818181818181817,640,640,1,large
0119_jpg.rf.c9ff935007b5adba3c59e9ae5f3e84bd.jpg,train,0,Fire,0.3515625,0.46875,0.065625,0.14375,0.00943359375,0.4565217391304348,640,640,1,medium
0119_jpg.rf.cd8d7f264781f5e7019140b76c6e15a4.jpg,train,1,Smoke,0.5265625,0.359375,0.709375,0.61875,0.43892578125,1.1464646464646464,640,640,3,large
0119_jpg.rf.cd8d7f264781f5e7019140b76c6e15a4.jpg,train,0,Fire,0.559375,0.0625,0.453125,0.1203125,0.0545166015625,3.766233766233766,640,640,3,large
0119_jpg.rf.cd8d7f264781f5e7019140b76c6e15a4.jpg,train,0,Fire,0.4421875,0.7640625,0.459375,0.465625,0.213896484375,0.9865771812080536,640,640,3,large
0120_jpg.rf.09a430991eb04bf3b782c00278ec71c6.jpg,train,0,Fire,0.6,0.5203125,0.7625,0.903125,0.6886328125,0.8442906574394463,640,640,1,large
0120_jpg.rf.9773a94c88a5dcceea03cb4394007a16.jpg,train,0,Fire,0.334375,0.39375,0.08125,0.0875,0.007109374999999999,0.9285714285714287,640,640,1,medium
0121_jpg.rf.9730ceb0770a1f42d1660cfe608299a4.jpg,train,0,Fire,0.559375,0.58125,0.06875,0.09375,0.0064453125000000005,0.7333333333333334,640,640,1,medium
0121_jpg.rf.bb2bcbd09d596f23adf8c4659aa09c06.jpg,train,0,Fire,0.2953125,0.51875,0.540625,0.81875,0.44263671875,0.6603053435114504,640,640,1,large
0127_jpg.rf.7619715b30a43b35bbb2649186b8947b.jpg,train,0,Fire,0.496875,0.3953125,0.0625,0.103125,0.0064453125,0.6060606060606061,640,640,1,medium
0129_jpg.rf.4486664634ac82868c8640e090cecac9.jpg,train,1,Smoke,0.36171875,0.20546875,0.36875,0.3390625,0.125029296875,1.0875576036866361,640,640,1,large
0129_jpg.rf.dd6e547a5077df4da3daf63f1f55f2e4.jpg,train,1,Smoke,0.36171875,0.20546875,0.36875,0.3390625,0.125029296875,1.0875576036866361,640,640,1,large
0131_jpg.rf.114825a937dfa9be8b527ae1f4a4360a.jpg,train,0,Fire,0.528125,0.184375,0.3375,0.33125,0.111796875,1.0188679245283019,640,640,1,large
0131_jpg.rf.3bfd55fd983621451bf7f207ed4861b8.jpg,train,0,Fire,0.528125,0.184375,0.3375,0.33125,0.111796875,1.0188679245283019,640,640,1,large
0131_jpg.rf.bc2792b84db7e343028139ce5f0f1726.jpg,train,1,Smoke,0.784375,0.3375,0.39375,0.50625,0.19933593749999998,0.7777777777777778,640,640,2,large
0131_jpg.rf.bc2792b84db7e343028139ce5f0f1726.jpg,train,0,Fire,0.3265625,0.5015625,0.646875,0.665625,0.430576171875,0.9718309859154929,640,640,2,large
0132_jpg.rf.7644557647ac9bd983b909baf13f9da5.jpg,train,0,Fire,0.3671875,0.4390625,0.340625,0.234375,0.079833984375,1.4533333333333334,640,640,2,large
0132_jpg.rf.7644557647ac9bd983b909baf13f9da5.jpg,train,1,Smoke,0.70390625,0.228125,0.3625,0.428125,0.1551953125,0.8467153284671532,640,640,2,large
0132_jpg.rf.9c5c3e952c88888b4ce785ebc07fd978.jpg,train,0,Fire,0.571875,0.5234375,0.06875,0.140625,0.00966796875,0.48888888888888893,640,640,2,medium
0132_jpg.rf.9c5c3e952c88888b4ce785ebc07fd978.jpg,train,0,Fire,0.696875,0.5453125,0.05625,0.084375,0.00474609375,0.6666666666666666,640,640,2,medium
0132_jpg.rf.db812083994be62cca2752a079603423.jpg,train,0,Fire,0.3671875,0.4390625,0.340625,0.234375,0.079833984375,1.4533333333333334,640,640,2,large
0132_jpg.rf.db812083994be62cca2752a079603423.jpg,train,1,Smoke,0.70390625,0.228125,0.3625,0.428125,0.1551953125,0.8467153284671532,640,640,2,large
0133_jpg.rf.a3f4d941a2353ecd6bdc9f59055240d5.jpg,train,0,Fire,0.4453125,0.4703125,0.128125,0.171875,0.022021484374999997,0.7454545454545454,640,640,1,medium
0133_jpg.rf.db2600b0e47c73e01e6c574cc659d783.jpg,train,1,Smoke,0.334375,0.5078125,0.5875,0.584375,0.3433203125,1.0053475935828877,640,640,2,large
0133_jpg.rf.db2600b0e47c73e01e6c574cc659d783.jpg,train,0,Fire,0.48671875,0.74375,0.11875,0.075,0.00890625,1.5833333333333333,640,640,2,medium
0134_jpg.rf.1bebe426265ed78964cc9c2c9a043cbb.jpg,train,0,Fire,0.384375,0.4640625,0.73125,0.384375,0.28107421875,1.9024390243902436,640,640,2,large
0134_jpg.rf.1bebe426265ed78964cc9c2c9a043cbb.jpg,train,1,Smoke,0.8671875,0.5109375,0.228125,0.496875,0.113349609375,0.45911949685534587,640,640,2,large
0134_jpg.rf.54527086452b0c1a00b973e6189e9943.jpg,train,0,Fire,0.2921875,0.525,0.040625,0.075,0.003046875,0.5416666666666667,640,640,1,medium
0135_jpg.rf.44a12f28ccbf12aeb646ab4918c8956d.jpg,train,0,Fire,0.5859375,0.609375,0.3765625,0.2046875,0.07707763671875001,1.8396946564885497,640,640,3,large
0135_jpg.rf.44a12f28ccbf12aeb646ab4918c8956d.jpg,train,0,Fire,0.43359375,0.884375,0.3609375,0.228125,0.0823388671875,1.582191780821918,640,640,3,large
0135_jpg.rf.44a12f28ccbf12aeb646ab4918c8956d.jpg,train,0,Fire,0.1875,0.2890625,0.375,0.578125,0.216796875,0.6486486486486487,640,640,3,large
0135_jpg.rf.d6dc931908e70d19d5080295f5894092.jpg,train,0,Fire,0.5859375,0.609375,0.3765625,0.2046875,0.07707763671875001,1.8396946564885497,640,640,3,large
0135_jpg.rf.d6dc931908e70d19d5080295f5894092.jpg,train,0,Fire,0.43359375,0.884375,0.3609375,0.228125,0.0823388671875,1.582191780821918,640,640,3,large
0135_jpg.rf.d6dc931908e70d19d5080295f5894092.jpg,train,0,Fire,0.1875,0.2890625,0.375,0.578125,0.216796875,0.6486486486486487,640,640,3,large
0135_jpg.rf.f47f69982c30ed8e44b27952d4dc55fa.jpg,train,0,Fire,0.4671875,0.6328125,0.134375,0.090625,0.012177734374999999,1.4827586206896552,640,640,1,medium
0136_jpg.rf.05c3a858e06b4527f8808278d35dc6fe.jpg,train,0,Fire,0.5,0.5203125,0.38125,0.615625,0.23470703124999998,0.6192893401015228,640,640,1,large
0136_jpg.rf.43c047be0bce1c88ad779f07909ce9a6.jpg,train,0,Fire,0.5,0.5203125,0.38125,0.615625,0.23470703124999998,0.6192893401015228,640,640,1,large
0136_jpg.rf.a636d16b1611a053188c8857017f9f41.jpg,train,0,Fire,0.34375,0.5796875,0.0375,0.071875,0.0026953125,0.5217391304347826,640,640,1,medium
0138_jpg.rf.19d2567c6ace5141da5cc94939cc4467.jpg,train,1,Smoke,0.3640625,0.2765625,0.159375,0.484375,0.077197265625,0.3290322580645161,640,640,2,large
0138_jpg.rf.19d2567c6ace5141da5cc94939cc4467.jpg,train,0,Fire,0.3953125,0.4578125,0.084375,0.321875,0.027158203125000002,0.2621359223300971,640,640,2,large
0139_jpg.rf.0681856db91703db5d57fdd1745ed50b.jpg,train,0,Fire,0.515625,0.36875,0.1,0.15625,0.015625,0.64,640,640,6,medium
0139_jpg.rf.0681856db91703db5d57fdd1745ed50b.jpg,train,1,Smoke,0.275,0.4328125,0.20625,0.365625,0.07541015624999999,0.5641025641025641,640,640,6,large
0139_jpg.rf.0681856db91703db5d57fdd1745ed50b.jpg,train,0,Fire,0.5921875,0.6171875,0.084375,0.221875,0.018720703125,0.3802816901408451,640,640,6,medium
0139_jpg.rf.0681856db91703db5d57fdd1745ed50b.jpg,train,1,Smoke,0.8390625,0.6640625,0.309375,0.609375,0.188525390625,0.5076923076923077,640,640,6,large
0139_jpg.rf.0681856db91703db5d57fdd1745ed50b.jpg,train,0,Fire,0.759375,0.721875,0.0625,0.13125,0.008203125,0.47619047619047616,640,640,6,medium
0139_jpg.rf.0681856db91703db5d57fdd1745ed50b.jpg,train,0,Fire,0.5078125,0.7703125,0.103125,0.159375,0.016435546875,0.6470588235294118,640,640,6,medium
0139_jpg.rf.8acc4c8f101ca4a3b4dcc36dff1a6590.jpg,train,0,Fire,0.59375,0.325,0.0375,0.03125,0.001171875,1.2,640,640,5,small
0139_jpg.rf.8acc4c8f101ca4a3b4dcc36dff1a6590.jpg,train,1,Smoke,0.1453125,0.378125,0.278125,0.75,0.20859375000000002,0.37083333333333335,640,640,5,large
0139_jpg.rf.8acc4c8f101ca4a3b4dcc36dff1a6590.jpg,train,0,Fire,0.559375,0.4375,0.04375,0.075,0.00328125,0.5833333333333334,640,640,5,medium
0139_jpg.rf.8acc4c8f101ca4a3b4dcc36dff1a6590.jpg,train,0,Fire,0.50625,0.7359375,0.0375,0.084375,0.0031640625,0.4444444444444444,640,640,5,medium
0139_jpg.rf.8acc4c8f101ca4a3b4dcc36dff1a6590.jpg,train,0,Fire,0.4390625,0.934375,0.053125,0.125,0.006640625,0.425,640,640,5,medium
0141_jpg.rf.0f2e3f992e5921978342d572106dd7ed.jpg,train,0,Fire,0.4859375,0.503125,0.078125,0.11875,0.00927734375,0.6578947368421053,640,640,2,medium
0141_jpg.rf.0f2e3f992e5921978342d572106dd7ed.jpg,train,0,Fire,0.3140625,0.690625,0.121875,0.1125,0.0137109375,1.0833333333333333,640,640,2,medium
0141_jpg.rf.4d9d6dd3918f440f01da41bfdf8e31de.jpg,train,0,Fire,0.5140625,0.45,0.234375,0.25,0.05859375,0.9375,640,640,1,large
0141_jpg.rf.70579eda9eec1db95e96c471969005cb.jpg,train,0,Fire,0.5140625,0.45,0.234375,0.25,0.05859375,0.9375,640,640,1,large
0141_jpg.rf.748d15003989408be192649e0545e610.jpg,train,0,Fire,0.4859375,0.503125,0.078125,0.11875,0.00927734375,0.6578947368421053,640,640,2,medium
0141_jpg.rf.748d15003989408be192649e0545e610.jpg,train,0,Fire,0.3140625,0.690625,0.121875,0.1125,0.0137109375,1.0833333333333333,640,640,2,medium
0142_jpg.rf.56297efad16eaa3d237b5ce54ae5c9f5.jpg,train,0,Fire,0.4515625,0.6375,0.115625,0.08125,0.009394531250000001,1.4230769230769231,640,640,2,medium
0142_jpg.rf.56297efad16eaa3d237b5ce54ae5c9f5.jpg,train,1,Smoke,0.3015625,0.2765625,0.5625,0.54375,0.305859375,1.0344827586206897,640,640,2,large
0142_jpg.rf.68cf9e80ec1546c1057315085cd3dc1c.jpg,train,0,Fire,0.4515625,0.6375,0.115625,0.08125,0.009394531250000001,1.4230769230769231,640,640,2,medium
0142_jpg.rf.68cf9e80ec1546c1057315085cd3dc1c.jpg,train,1,Smoke,0.3015625,0.2765625,0.5625,0.54375,0.305859375,1.0344827586206897,640,640,2,large
0143_jpg.rf.8f207cf37f5c6e8c3374fce8eaf3b633.jpg,train,0,Fire,0.4515625,0.29375,0.359375,0.1,0.035937500000000004,3.59375,640,640,1,large
0143_jpg.rf.c42e91a266fb2e0372435f19581600bd.jpg,train,0,Fire,0.2625,0.375,0.25625,0.11875,0.030429687499999997,2.1578947368421053,640,640,4,large
0143_jpg.rf.c42e91a266fb2e0372435f19581600bd.jpg,train,0,Fire,0.640625,0.48125,0.04375,0.08125,0.0035546874999999997,0.5384615384615384,640,640,4,medium
0143_jpg.rf.c42e91a266fb2e0372435f19581600bd.jpg,train,0,Fire,0.3,0.5125,0.2875,0.1375,0.03953125,2.0909090909090904,640,640,4,large
0143_jpg.rf.c42e91a266fb2e0372435f19581600bd.jpg,train,1,Smoke,0.5265625,0.19609375,0.49375,0.3921875,0.19364257812500002,1.2589641434262948,640,640,4,large
0144_JPG_jpg.rf.82e6853d6513bada0f9d549b3cc1b2d2.jpg,train,1,Smoke,0.17578125,0.18515625,0.3375,0.36875,0.12445312500000001,0.9152542372881356,640,640,1,large
0145_jpg.rf.395183e705656a8e3f3819b27d651a62.jpg,train,0,Fire,0.4578125,0.6453125,0.146875,0.171875,0.025244140625,0.8545454545454546,640,640,1,large
0145_JPG_jpg.rf.059a243dc226b583b16148a13340ee89.jpg,train,0,Fire,0.4859375,0.503125,0.490625,0.8375,0.4108984375,0.585820895522388,640,640,2,large
0145_JPG_jpg.rf.059a243dc226b583b16148a13340ee89.jpg,train,1,Smoke,0.2140625,0.23203125,0.3203125,0.4453125,0.14263916015625,0.7192982456140351,640,640,2,large
0146_jpg.rf.d01bdcd1d0c052f4829faaa94285733d.jpg,train,0,Fire,0.5859375,0.7921875,0.278125,0.071875,0.019990234375,3.8695652173913047,640,640,1,medium
0146_JPG_jpg.rf.c27cf3640df48833f75105d9818731f2.jpg,train,1,Smoke,0.36875,0.2640625,0.39375,0.528125,0.20794921874999997,0.7455621301775148,640,640,1,large
0147_jpg.rf.08f518e7c49a774e0d53ce24a96dbf22.jpg,train,0,Fire,0.7625,0.5234375,0.075,0.196875,0.014765625,0.38095238095238093,640,640,1,medium
0147_jpg.rf.d38923358ed92c939a7a9c053fd877c9.jpg,train,0,Fire,0.80625,0.5359375,0.275,0.590625,0.162421875,0.4656084656084657,640,640,1,large
0148_jpg.rf.9552633010932413ddcd6a324056f7af.jpg,train,1,Smoke,0.35625,0.4390625,0.36875,0.715625,0.26388671875,0.5152838427947599,640,640,3,large
0148_jpg.rf.9552633010932413ddcd6a324056f7af.jpg,train,1,Smoke,0.775,0.5171875,0.18125,0.309375,0.05607421875,0.5858585858585859,640,640,3,large
0148_jpg.rf.9552633010932413ddcd6a324056f7af.jpg,train,0,Fire,0.621875,0.5234375,0.14375,0.290625,0.04177734375,0.49462365591397844,640,640,3,large
0150_jpg.rf.af40a9f78b6b8b8dcbe5b9029b0af924.jpg,train,0,Fire,0.6359375,0.540625,0.190625,0.125,0.023828125,1.525,640,640,4,large
0150_jpg.rf.af40a9f78b6b8b8dcbe5b9029b0af924.jpg,train,0,Fire,0.5390625,0.7953125,0.071875,0.165625,0.011904296875,0.43396226415094336,640,640,4,medium
0150_jpg.rf.af40a9f78b6b8b8dcbe5b9029b0af924.jpg,train,0,Fire,0.7109375,0.8546875,0.084375,0.071875,0.006064453125,1.173913043478261,640,640,4,medium
0150_jpg.rf.af40a9f78b6b8b8dcbe5b9029b0af924.jpg,train,1,Smoke,0.4859375,0.21640625,0.1890625,0.346875,0.0655810546875,0.545045045045045,640,640,4,large
0152_jpg.rf.a5533212de2e1deb8255f47846b91efd.jpg,train,0,Fire,0.50625,0.5890625,0.08125,0.090625,0.00736328125,0.896551724137931,640,640,1,medium
0154_jpg.rf.8e4d280ce0c66e21f51e3513fbf27666.jpg,train,0,Fire,0.53125,0.625,0.15,0.36875,0.0553125,0.4067796610169491,640,640,1,large
